Original_Name	ImmPort_Name	New_Folder_Path
Compensation_AViD AmCyan_194.fcs	Compensation_AViD AmCyan_194.721484.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD107a PE Cy7_204.fcs	Compensation_CD107a PE Cy7_204.721485.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD154 PE Cy5_203.fcs	Compensation_CD154 PE Cy5_203.721486.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD3 ECD_195.fcs	Compensation_CD3 ECD_195.721487.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD4 APC Cy7_196.fcs	Compensation_CD4 APC Cy7_196.721488.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD8 PE (IL2)_198.fcs	Compensation_CD8 PE (IL2)_198.721489.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD8 PerCP Cy5-5_197.fcs	Compensation_CD8 PerCP Cy5-5_197.721490.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_GranzymeB Ax700 (IL17a)_202.fcs	Compensation_GranzymeB Ax700 (IL17a)_202.721491.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_HLA-DR APC (IL4)_199.fcs	Compensation_HLA-DR APC (IL4)_199.721492.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_IFNg V450_200.fcs	Compensation_IFNg V450_200.721493.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_TNF FITC_201.fcs	Compensation_TNF FITC_201.721494.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_Unstained_193.fcs	Compensation_Unstained_193.721495.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_002.fcs	Specimen_001_A2_A02_002.721483.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_034.fcs	Specimen_001_A2_A02_034.721511.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_098.fcs	Specimen_001_A2_A02_098.721543.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_162.fcs	Specimen_001_A2_A02_162.721563.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_004.fcs	Specimen_001_A4_A04_004.721496.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_036.fcs	Specimen_001_A4_A04_036.721512.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_100.fcs	Specimen_001_A4_A04_100.721544.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_164.fcs	Specimen_001_A4_A04_164.721564.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_006.fcs	Specimen_001_A6_A06_006.721497.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_038.fcs	Specimen_001_A6_A06_038.721513.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_102.fcs	Specimen_001_A6_A06_102.721545.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_166.fcs	Specimen_001_A6_A06_166.721565.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_008.fcs	Specimen_001_A8_A08_008.721498.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_040.fcs	Specimen_001_A8_A08_040.721514.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_104.fcs	Specimen_001_A8_A08_104.721546.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_168.fcs	Specimen_001_A8_A08_168.721566.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_010.fcs	Specimen_001_B2_B02_010.721499.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_042.fcs	Specimen_001_B2_B02_042.721515.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_106.fcs	Specimen_001_B2_B02_106.721547.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_170.fcs	Specimen_001_B2_B02_170.721567.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_012.fcs	Specimen_001_B4_B04_012.721500.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_044.fcs	Specimen_001_B4_B04_044.721516.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_108.fcs	Specimen_001_B4_B04_108.721548.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_172.fcs	Specimen_001_B4_B04_172.721568.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_014.fcs	Specimen_001_B6_B06_014.721501.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_046.fcs	Specimen_001_B6_B06_046.721517.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_110.fcs	Specimen_001_B6_B06_110.721549.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_174.fcs	Specimen_001_B6_B06_174.721569.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_016.fcs	Specimen_001_B8_B08_016.721502.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_048.fcs	Specimen_001_B8_B08_048.721518.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_112.fcs	Specimen_001_B8_B08_112.721550.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_176.fcs	Specimen_001_B8_B08_176.721570.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_018.fcs	Specimen_001_C2_C02_018.721503.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_050.fcs	Specimen_001_C2_C02_050.721519.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_114.fcs	Specimen_001_C2_C02_114.721551.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_020.fcs	Specimen_001_C4_C04_020.721504.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_052.fcs	Specimen_001_C4_C04_052.721520.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_116.fcs	Specimen_001_C4_C04_116.721552.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_022.fcs	Specimen_001_C6_C06_022.721505.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_054.fcs	Specimen_001_C6_C06_054.721521.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_118.fcs	Specimen_001_C6_C06_118.721553.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_024.fcs	Specimen_001_C8_C08_024.721506.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_056.fcs	Specimen_001_C8_C08_056.721522.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_120.fcs	Specimen_001_C8_C08_120.721554.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D2_D02_026.fcs	Specimen_001_D2_D02_026.721507.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D2_D02_058.fcs	Specimen_001_D2_D02_058.721523.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D4_D04_028.fcs	Specimen_001_D4_D04_028.721508.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D4_D04_060.fcs	Specimen_001_D4_D04_060.721524.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D6_D06_030.fcs	Specimen_001_D6_D06_030.721509.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D6_D06_062.fcs	Specimen_001_D6_D06_062.721525.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D8_D08_032.fcs	Specimen_001_D8_D08_032.721510.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D8_D08_064.fcs	Specimen_001_D8_D08_064.721526.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_E2_E02_066.fcs	Specimen_001_E2_E02_066.721527.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_E4_E04_068.fcs	Specimen_001_E4_E04_068.721528.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_E6_E06_070.fcs	Specimen_001_E6_E06_070.721529.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_E8_E08_072.fcs	Specimen_001_E8_E08_072.721530.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_F2_F02_074.fcs	Specimen_001_F2_F02_074.721531.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_F4_F04_076.fcs	Specimen_001_F4_F04_076.721532.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_F6_F06_078.fcs	Specimen_001_F6_F06_078.721533.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_F8_F08_080.fcs	Specimen_001_F8_F08_080.721534.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G2_G02_082.fcs	Specimen_001_G2_G02_082.721535.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G2_G02_146.fcs	Specimen_001_G2_G02_146.721555.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G4_G04_084.fcs	Specimen_001_G4_G04_084.721536.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G4_G04_148.fcs	Specimen_001_G4_G04_148.721556.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G6_G06_086.fcs	Specimen_001_G6_G06_086.721537.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G6_G06_150.fcs	Specimen_001_G6_G06_150.721557.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G8_G08_088.fcs	Specimen_001_G8_G08_088.721538.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_G8_G08_152.fcs	Specimen_001_G8_G08_152.721558.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H2_H02_090.fcs	Specimen_001_H2_H02_090.721539.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H2_H02_154.fcs	Specimen_001_H2_H02_154.721559.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H4_H04_092.fcs	Specimen_001_H4_H04_092.721540.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H4_H04_156.fcs	Specimen_001_H4_H04_156.721560.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H6_H06_094.fcs	Specimen_001_H6_H06_094.721541.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H6_H06_158.fcs	Specimen_001_H6_H06_158.721561.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H8_H08_096.fcs	Specimen_001_H8_H08_096.721542.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_H8_H08_160.fcs	Specimen_001_H8_H08_160.721562.fcs	NonTBAgs/20180207_OMIP14_Batch1/20180209_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_AViD AmCyan_202.fcs	Compensation_AViD AmCyan_202.721723.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD107a PE Cy7_212.fcs	Compensation_CD107a PE Cy7_212.721724.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD154 PE Cy5_211.fcs	Compensation_CD154 PE Cy5_211.721725.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD3 ECD_203.fcs	Compensation_CD3 ECD_203.721726.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD4 APC Cy7_204.fcs	Compensation_CD4 APC Cy7_204.721727.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD8 PE (IL2)_206.fcs	Compensation_CD8 PE (IL2)_206.721728.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_CD8 PerCP Cy5-5_205.fcs	Compensation_CD8 PerCP Cy5-5_205.721729.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_GranzymeB Ax700 (IL17a)_210.fcs	Compensation_GranzymeB Ax700 (IL17a)_210.721730.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_HLA-DR APC (IL4)_207.fcs	Compensation_HLA-DR APC (IL4)_207.721731.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_IFNg V450_208.fcs	Compensation_IFNg V450_208.721732.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_TNF FITC_209.fcs	Compensation_TNF FITC_209.721733.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Compensation_Unstained_201.fcs	Compensation_Unstained_201.721734.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_002.fcs	Specimen_001_A2_A02_002.721722.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_034.fcs	Specimen_001_A2_A02_034.721750.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_098.fcs	Specimen_001_A2_A02_098.721782.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A2_A02_162.fcs	Specimen_001_A2_A02_162.721810.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_004.fcs	Specimen_001_A4_A04_004.721735.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_036.fcs	Specimen_001_A4_A04_036.721751.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_100.fcs	Specimen_001_A4_A04_100.721783.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A4_A04_164.fcs	Specimen_001_A4_A04_164.721811.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_006.fcs	Specimen_001_A6_A06_006.721736.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_038.fcs	Specimen_001_A6_A06_038.721752.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_102.fcs	Specimen_001_A6_A06_102.721784.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A6_A06_166.fcs	Specimen_001_A6_A06_166.721812.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_008.fcs	Specimen_001_A8_A08_008.721737.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_040.fcs	Specimen_001_A8_A08_040.721753.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_104.fcs	Specimen_001_A8_A08_104.721785.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_A8_A08_168.fcs	Specimen_001_A8_A08_168.721813.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_010.fcs	Specimen_001_B2_B02_010.721738.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_042.fcs	Specimen_001_B2_B02_042.721754.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_106.fcs	Specimen_001_B2_B02_106.721786.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B2_B02_170.fcs	Specimen_001_B2_B02_170.721814.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_012.fcs	Specimen_001_B4_B04_012.721739.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_044.fcs	Specimen_001_B4_B04_044.721755.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_108.fcs	Specimen_001_B4_B04_108.721787.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B4_B04_172.fcs	Specimen_001_B4_B04_172.721815.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_014.fcs	Specimen_001_B6_B06_014.721740.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_046.fcs	Specimen_001_B6_B06_046.721756.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_110.fcs	Specimen_001_B6_B06_110.721788.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B6_B06_174.fcs	Specimen_001_B6_B06_174.721816.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_016.fcs	Specimen_001_B8_B08_016.721741.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_048.fcs	Specimen_001_B8_B08_048.721757.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_112.fcs	Specimen_001_B8_B08_112.721789.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_B8_B08_176.fcs	Specimen_001_B8_B08_176.721817.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_018.fcs	Specimen_001_C2_C02_018.721742.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_050.fcs	Specimen_001_C2_C02_050.721758.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_114.fcs	Specimen_001_C2_C02_114.721790.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C2_C02_178.fcs	Specimen_001_C2_C02_178.721818.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_020.fcs	Specimen_001_C4_C04_020.721743.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_052.fcs	Specimen_001_C4_C04_052.721759.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_116.fcs	Specimen_001_C4_C04_116.721791.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C4_C04_180.fcs	Specimen_001_C4_C04_180.721819.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_022.fcs	Specimen_001_C6_C06_022.721744.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_054.fcs	Specimen_001_C6_C06_054.721760.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_118.fcs	Specimen_001_C6_C06_118.721792.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C6_C06_182.fcs	Specimen_001_C6_C06_182.721820.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_024.fcs	Specimen_001_C8_C08_024.721745.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_056.fcs	Specimen_001_C8_C08_056.721761.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_120.fcs	Specimen_001_C8_C08_120.721793.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_C8_C08_184.fcs	Specimen_001_C8_C08_184.721821.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D2_D02_026.fcs	Specimen_001_D2_D02_026.721746.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
Specimen_001_D2_D02_058.fcs	Specimen_001_D2_D02_058.721762.fcs	NonTBAgs/20180214_OMIP14_Batch2/20180216_RSTR_NonTB_Atgns_Omip14_FCS
